ID,Count
18425,473.8358623803773
18426,485.4975408626126
18427,515.1619355017988
18428,495.0528286689936
18429,462.0794327604733
18430,463.7557990422947
18431,452.79382126899395
18432,400.493937921927
18433,319.61511522956187
18434,270.49283133104854
18435,223.49856291872123
18436,188.11941582229855
18437,168.39790775466864
18438,181.07347825934175
18439,209.99740781071193
18440,241.82511769105855
18441,312.4908894714612
18442,443.5453281424584
18443,491.7281536992443
18444,496.9378772306428
18445,439.5028104295701
18446,469.9355670146244
18447,463.9998984009819
18448,452.1570296082949
18449,462.69035040948273
18450,474.0777242486048
18451,503.044356451872
18452,483.4082536880351
18453,451.2104541579172
18454,452.8473891472911
18455,442.1432577385167
18456,415.42888752645075
18457,331.5339863704481
18458,280.5798674177263
18459,231.83312046831713
18460,195.13463809886187
18461,174.67768886414825
18462,187.82594818822812
18463,217.8284893971329
18464,250.8430967510264
18465,324.14408879414077
18466,460.08572113192963
18467,510.06534809656705
18468,515.4693491213994
18469,455.8924525771418
18470,487.4600869790312
18471,481.3030694179517
18472,469.018564356038
18473,479.94468664668227
18474,491.7567107446762
18475,521.8035470439487
18476,501.43518798996956
18477,468.03668985289164
18478,469.7346683169783
18479,458.63136566486435
18480,396.0591856067853
18481,316.07595086774097
18482,267.4976081918448
18483,221.0237170459534
18484,186.03633057219503
18485,166.53320284763552
18486,179.06841413505552
18487,207.67206302448488
18488,239.14733808194774
18489,309.03061313685566
18490,438.63385886765127
18491,486.28314601859574
18492,491.43518120242027
18493,434.6361047905855
18494,464.7318731594835
18495,458.86193143365074
18496,447.15020117971113
18497,457.566884338263
18498,468.8281634285895
18499,497.47404211460776
18500,478.0553739832253
18501,446.21410735532714
18502,447.8329162245616
18503,437.24731387965505
18504,381.63198192059775
18505,304.5622875335906
18506,257.75350271670186
18507,212.9725108091509
18508,179.25960595189878
18509,160.46691648107873
18510,172.54550902800435
18511,200.1072159963954
18512,230.43594472736143
18513,297.7735895327641
18514,422.6557923172018
18515,468.56936421090484
18516,473.533726784936
18517,418.80366398106844
18518,447.8031371594252
18519,442.14701914475035
18520,430.86191077973984
18521,440.8991465851577
18522,451.7502123207447
18523,479.35261078564446
18524,460.641304307841
18525,429.9599159404686
18526,431.5197566399593
18527,421.31975484850784
18528,266.33928390749804
18529,212.55268271463473
18530,179.88503739316846
18531,148.6325798362803
18532,125.10449161648765
18533,111.98915617954418
18534,120.41875286420554
18535,139.65394709579613
18536,160.8202336616608
18537,207.8148801984384
18538,294.96962099088694
18539,327.0125011453824
18540,330.4771079804032
18541,292.28123754513314
18542,312.519842499435
18543,308.5724625808457
18544,300.69663502145426
18545,307.70157780264367
18546,315.27448891744314
18547,334.5380815657144
18548,321.47954296213163
18549,300.06713678503615
18550,301.15574275778863
18551,294.0372063098774
18552,265.3864646157975
18553,211.79228307090983
18554,179.2415050857976
18555,148.1008520814951
18556,124.6569347584014
18557,111.58851896634886
18558,119.98795906943289
18559,139.15434007950176
18560,160.24490500987304
18561,207.07142987428614
18562,293.9143776891015
18563,325.8426255823513
18564,329.2948379099524
18565,291.23561183926904
18566,311.4018139059658
18567,307.4685555982892
18568,299.6209035311744
18569,306.6007863793293
18570,314.14660567463204
18571,333.3412835070584
18572,320.32946135972037
18573,298.99365730225196
18574,300.07836882595177
18575,292.9852986883675
18576,413.8541227944554
18577,330.2772417268519
18578,279.5162743624907
18579,230.95431152463556
18580,194.3949419552007
18581,174.01553880152844
18582,187.11395706810754
18583,217.0027677561346
18584,249.892226761267
18585,322.91535700768003
18586,458.34167590761416
18587,508.13184528702965
18588,513.5153613853654
18589,454.1643027602718
18590,485.6122738483637
18591,479.4785956707518
18592,467.240657436284
18593,478.12536211597876
18594,489.8926104183516
18595,519.8255482875127
18596,499.5343994961079
18597,466.26250492114866
18598,467.9540468646147
18599,456.8928334603847
18600,404.20682849616463
18601,322.5781961562725
18602,273.0005104461409
18603,225.5705685823334
18604,189.86342925097085
18605,169.95908745109026
18606,182.75217036180396
18607,211.94424725632356
18608,244.06702478395465
18609,315.38792327944833
18610,447.65733861795354
18611,496.28685647619636
18612,501.5448782003079
18613,443.5773436189164
18614,474.2922355482883
18615,468.3015386658991
18616,456.34887726026903
18617,466.97985014508413
18618,478.4727938043438
18619,507.70796923758576
18620,487.88982451514926
18621,455.3935263185925
18622,457.0456369696111
18623,446.2422699299075
18624,419.14177810068844
18625,334.4970672971589
18626,283.08754653281864
18627,233.9051261319293
18628,196.87865152753423
18629,176.23886856056987
18630,189.50464029069036
18631,219.7753288427445
18632,253.08500384392246
18633,327.041122602128
18634,464.1977316074248
18635,514.6240508735193
18636,520.0763500910647
18637,459.9669857664882
18638,491.8167555126952
18639,485.60470968286904
18640,473.2104120080122
18641,484.2341863822837
18642,496.1517803004152
18643,526.4671598296627
18644,505.91675881708386
18645,472.2197620135669
18646,473.93291613929836
18647,462.73037785625513
18648,399.772076181023
18649,319.0390317944517
18650,270.00528730693713
18651,223.09572270956556
18652,187.78034400086736
18653,168.09438254405717
18654,180.74710623751778
18655,209.6189024700965
18656,241.38924517484386
18657,311.9276469448428
18658,442.7458693431465
18659,490.8418487955479
18660,496.0421821720854
18661,438.7106379799319
18662,469.0885416931475
18663,463.163571698568
18664,451.34204883168536
18665,461.85638407386443
18666,473.2232329843285
18667,502.13765490032165
18668,482.5369448103395
18669,450.39717951600244
18670,452.03116404688166
18671,441.3463260710459
18672,385.34487249483544
18673,307.52536846030137
18674,260.2611818317942
18675,215.04451647276312
18676,181.00361938057114
18677,162.02809617750037
18678,174.22420113046658
18679,202.05405544200704
18680,232.67785182025756
18681,300.67062334075126
18682,426.767802792697
18683,473.128066987857
18684,478.1407277546012
18685,422.87819717041486
18686,452.1598056930892
18687,446.4486594096677
18688,435.0537584317141
18689,445.1886463207593
18690,456.14528187648375
18691,484.0162235713584
18692,465.12287513495517
18693,434.14298810114394
18694,435.71800446227934
18695,425.4187670398987
18696,270.0521744817357
18697,215.51576364134542
18698,182.39271650826078
18699,150.7045854998925
18700,126.84850504515998
18701,113.55033587596579
18702,122.09744496666775
18703,141.60078654140773
18704,163.06214075455685
18705,210.71191400642556
18706,299.0816314663821
18707,331.5712039223345
18708,335.0841089500683
18709,296.3557707344795
18710,316.87651103309895
18711,312.87410284576293
18712,304.8884826734284
18713,311.9910775382451
18714,319.66955847318206
18715,339.2016943514282
18716,325.96111378924576
18717,304.2502089457114
18718,305.35399058010864
18719,298.1362185012681
18720,269.09935519003517
18721,214.75536399762055
18722,181.74918420088997
18723,150.1728577451073
18724,126.40094818707377
18725,113.14969866277049
18726,121.66665117189513
18727,141.1011795251134
18728,162.4868121027691
18729,209.96846368227335
18730,298.0263881645967
18731,330.40132835930353
18732,333.90183887961757
18733,295.31014502861547
18734,315.75848243962986
18735,311.77019586320654
18736,303.8127511831487
18737,310.8902861149308
18738,318.541675230371
18739,338.0048962927724
18740,324.8110321868346
18741,303.17672946292726
18742,304.27661664827184
18743,297.0843108797583
18744,417.5670133686931
18745,333.2403226535626
18746,282.02395347758306
18747,233.02631718824773
18748,196.13895538387305
18749,175.57671849795005
18750,188.79264917056977
18751,218.94960720174623
18752,252.13413385416314
18753,325.81239081566724
18754,462.45368638310936
18755,512.6905480639819
18756,518.1223623550305
18757,458.2388359496182
18758,489.96894238202765
18759,483.78023593566905
18760,471.4325050882582
18761,482.4148618515802
18762,494.28767997409057
18763,524.4891610732267
18764,504.0159703232221
18765,470.4455770818239
18766,472.15229468693485
18767,460.9918456517754
18768,407.9197190704023
18769,325.54127708298324
18770,275.5081895612332
18771,227.6425742459456
18772,191.6074426796432
18773,171.52026714751187
18774,184.43086246426623
18775,213.8910867019352
18776,246.3089318768507
18777,318.28495708743554
18778,451.76934909344874
18779,500.8455592531486
18780,506.151879169973
18781,447.65187680826284
18782,478.6489040819523
18783,472.60317893081645
18784,460.5407249122434
18785,471.26934988068564
18786,482.86786336008277
18787,512.3715820232997
18788,492.37139534226344
18789,459.57659847926783
18790,461.2438847919312
18791,450.3412821212982
18792,422.8546686749261
18793,337.4601482238695
18794,285.595225647911
18795,235.97713179554148
18796,198.62266495620656
18797,177.80004825699146
18798,191.18333239315257
18799,221.72216828835607
18800,255.32691093681848
18801,329.9381564101151
18802,468.30974208292
18803,519.1827536504715
18804,524.6833510607298
18805,464.0415189558345
18806,496.17342404635906
18807,489.9063499477862
18808,477.4022596599864
18809,488.5236861178852
18810,500.54684985615427
18811,531.1307726153765
18812,510.39832964419804
18813,476.4028341742421
18814,478.13116396161837
18815,466.82939004764586
18816,403.4849667552607
18817,322.00211272116246
18818,272.51296642202954
18819,225.1677283731778
18820,189.52435742953972
18821,169.6555622404788
18822,182.42579833998002
18823,211.56574191570812
18824,243.63115226773994
18825,314.82468075283
18826,446.8578798186418
18827,495.4005515725002
18828,500.64918314175065
18829,442.7851711692782
18830,473.44521022681147
18831,467.46521196348533
18832,455.5338964836596
18833,466.145883809466
18834,477.6183025400676
18835,506.8012676860356
18836,487.0185156374538
18837,454.5802516766778
18838,456.2294118692017
18839,445.4453382624366
18840,389.05776306907313
18841,310.48844938701205
18842,262.76886094688655
18843,217.1165221363753
18844,182.7476328092435
18845,163.589275873922
18846,175.90289323292885
18847,204.00089488761864
18848,234.9197589131536
18849,303.5676571487385
18850,430.8798132681922
18851,477.68676976480924
18852,482.74772872426627
18853,426.9527303597612
18854,456.5164742267532
18855,450.750299674585
18856,439.24560608368836
18857,449.47814605636074
18858,460.5403514322228
18859,488.6798363570723
18860,469.6044459620694
18861,438.3260602618192
18862,439.9162522845994
18863,429.5177792312894
18864,273.76506505597337
18865,218.47884456805613
18866,184.90039562335315
18867,152.7765911635047
18868,128.59251847383234
18869,115.11151557238742
18870,123.77613706912999
18871,143.54762598701936
18872,165.30404784745295
18873,213.60894781441274
18874,303.1936419418773
18875,336.1299066992868
18876,339.6911099197335
18877,300.4303039238259
18878,321.23317956676294
18879,317.1757431106803
18880,309.0803303254027
18881,316.2805772738466
18882,324.0646280289211
18883,343.86530713714217
18884,330.44268461636
18885,308.4332811063867
18886,309.5522384024287
18887,302.2352306926589
18888,272.8122457642728
18889,217.7184449243312
18890,184.25686331598232
18891,152.2448634087195
18892,128.1449616157461
18893,114.7108783591921
18894,123.34534327435736
18895,143.048018970725
18896,164.72871919566518
18897,212.86549749026048
18898,302.13839864009185
18899,334.9600311362557
18900,338.50883984928265
18901,299.3846782179618
18902,320.1151509732938
18903,316.0718361281238
18904,308.0045988351228
18905,315.1797858505322
18906,322.93674478611
18907,342.6685090784862
18908,329.2926030139488
18909,307.35980162360255
18910,308.47486447059185
18911,301.18332307114895
18912,421.2799039429308
18913,336.20340358027335
18914,284.53163259267546
18915,235.09832285185996
18916,197.8829688125454
18917,177.1378981943717
18918,190.471341273032
18919,220.89644664735783
18920,254.3760409470592
18921,328.7094246236544
18922,466.56569685860455
18923,517.2492508409341
18924,522.7293633246958
18925,462.3133691389646
18926,494.32561091569175
18927,488.0818762005864
18928,475.62435274023255
18929,486.7043615871818
18930,498.6827495298296
18931,529.1527738589407
18932,508.4975411503363
18933,474.62864924249925
18934,476.3505425092549
18935,465.0908578431663
18936,411.63260964464
18937,328.504358009694
18938,278.0158686763256
18939,229.71457990955784
18940,193.35145610831557
18941,173.0814468439335
18942,186.10955456672846
18943,215.8379261475468
18944,248.5508389697468
18945,321.1819908954227
18946,455.88135956894405
18947,505.4042620301009
18948,510.7588801396382
18949,451.72640999760927
18950,483.00557261561636
18951,476.9048191957337
18952,464.73257256421755
18953,475.5588496162871
18954,487.2629329158218
18955,517.0351948090137
18956,496.8529661693777
18957,463.7596706399431
18958,465.44213261425125
18959,454.44029431268893
18960,426.56755924916376
18961,340.42322915058026
18962,288.1029047630034
18963,238.04913745915368
18964,200.36667838487892
18965,179.3612279534131
18966,192.8620244956148
18967,223.6690077339677
18968,257.56881802971463
18969,332.8351902181023
18970,472.4217525584152
18971,523.7414564274237
18972,529.2903520303948
18973,468.1160521451809
18974,500.53009258002317
18975,494.2079902127036
18976,481.59410731196067
18977,492.81318585348663
18978,504.94191941189325
18979,535.7943854010904
18980,514.8799004713122
18981,480.5859063349174
18982,482.32941178393844
18983,470.9284022390366
18984,407.19785732949833
18985,324.96519364787315
18986,275.0206455371218
18987,227.23973403678994
18988,191.26837085821205
18989,171.2167419369004
18990,184.10449044244223
18991,213.51258136131975
18992,245.87305936063598
18993,317.72171456081713
18994,450.9698902941369
18995,499.9592543494523
18996,505.2561841114157
18997,446.8597043586245
18998,477.8018787604754
18999,471.7668522284025
19000,459.7257441356338
19001,470.43538354506734
19002,482.0133720958065
19003,511.46488047174955
19004,491.50008646456797
19005,458.7633238373529
19006,460.42765969152174
19007,449.5443504538274
19008,392.7706536433108
19009,313.4515303137228
19010,265.27654006197895
19011,219.18852779998753
19012,184.49164623791586
19013,165.15045557034364
19014,177.58158533539108
19015,205.9477343332303
19016,237.1616660060497
19017,306.4646909567257
19018,434.9918237436875
19019,482.2454725417615
19020,487.3547296939315
19021,431.0272635491076
19022,460.8731427604172
19023,455.0519399395023
19024,443.43745373566264
19025,453.7676457919622
19026,464.93542098796183
19027,493.3434491427862
19028,474.08601678918365
19029,442.50913242249453
19030,444.11450010691954
19031,433.6167914226802
19032,277.47795563021106
19033,221.4419254947669
19034,187.40807473844552
19035,154.8485968271169
19036,130.3365319025047
19037,116.67269526880906
19038,125.45482917159222
19039,145.494465432631
19040,167.54595494034902
19041,216.50598162239993
19042,307.3056524173725
19043,340.688609476239
19044,344.29811088939863
19045,304.50483711317224
19046,325.58984810042693
19047,321.4773833755975
19048,313.27217797737694
19049,320.570077009448
19050,328.45969758466015
19051,348.5289199228561
19052,334.92425544347424
19053,312.616353267062
19054,313.7504862247488
19055,306.3342428840497
19056,276.5251363385105
19057,220.68152585104195
19058,186.76454243107466
19059,154.3168690723317
19060,129.88897504441846
19061,116.27205805561374
19062,125.0240353768196
19063,144.9948584163366
19064,166.97062628856122
19065,215.76253129824767
19066,306.2504091155871
19067,339.51873391320794
19068,343.11584081894785
19069,303.45921140730815
19070,324.4718195069578
19071,320.3734763930411
19072,312.1964464870971
19073,319.4692855861337
19074,327.33181434184905
19075,347.33212186420013
19076,333.774173841063
19077,311.54287378427784
19078,312.6731122929119
19079,305.2823352625398
19080,424.99279451716836
19081,339.16648450698403
19082,287.0393117077678
19083,237.17032851547214
19084,199.62698224121772
19085,178.69907789079332
19086,192.15003337549422
19087,222.84328609296944
19088,256.61794803995525
19089,331.6064584316415
19090,470.67770733409975
19091,521.8079536178863
19092,527.3363642943609
19093,466.38790232831093
19094,498.68227944935563
19095,492.3835164655036
19096,479.81620039220667
19097,490.9938613227831
19098,503.07781908556865
19099,533.8163866446545
19100,512.9791119774504
19101,478.8117214031745
19102,480.54879033157493
19103,469.189870034557
19104,415.3455002188777
19105,331.46743893640473
19106,280.52354779141797
19107,231.78658557317004
19108,195.09546953698788
19109,174.64262654035514
19110,187.7882466691907
19111,217.7847655931584
19112,250.79274606264283
19113,324.0790247034099
19114,459.9933700444392
19115,509.9629648070531
19116,515.3658811093034
19117,455.8009431869556
19118,487.3622411492803
19119,481.206459460651
19120,468.92442021619183
19121,479.84834935188854
19122,491.65800247156085
19123,521.6988075947276
19124,501.33453699649186
19125,467.9427428006185
19126,469.6403804365714
19127,458.53930650407983
19128,430.28044982340145
19129,343.386310077291
19130,290.6105838780957
19131,240.12114312276591
19132,202.11069181355123
19133,180.92240764983472
19134,194.5407165980771
19135,225.61584717957936
19136,259.8107251226107
19137,335.7322240260894
19138,476.5337630339104
19139,528.3001592043759
19140,533.8973530000601
19141,472.1905853345273
19142,504.8867611136871
19143,498.5096304776208
19144,485.7859549639349
19145,497.1026855890882
19146,509.33698896763224
19147,540.4579981868044
19148,519.3614712984265
19149,484.76897849559276
19150,486.52765960625845
19151,475.02741443042737
19152,410.910747903736
19153,327.92827457458384
19154,277.5283246522142
19155,229.31173970040217
19156,193.01238428688438
19157,172.77792163332202
19158,185.7831825449045
19159,215.45942080693135
19160,248.11496645353202
19161,320.6187483688043
19162,455.08190076963217
19163,504.5179571264046
19164,509.8631850810808
19165,450.93423754797095
19166,482.15854729413945
19167,476.06849249331987
19168,463.91759178760805
19169,474.7248832806689
19170,486.40844165154556
19171,516.1284932574634
19172,495.98165729168215
19173,462.94639599802827
19174,464.62590751384187
19175,453.6433626452182
19176,396.48354421754846
19177,316.4146112404335
19178,267.78421917707124
19179,221.2605334635997
19180,186.23565966658816
19181,166.71163526676526
19182,179.2602774378533
19183,207.89457377884187
19184,239.40357309894574
19185,309.3617247647128
19186,439.1038342191826
19187,486.80417531871365
19188,491.9617306635966
19189,435.10179673845397
19190,465.2298112940812
19191,459.3535802044195
19192,447.62930138763676
19193,458.05714552756365
19194,469.33049054370076
19195,498.00706192850015
19196,478.56758761629777
19197,446.69220458316977
19198,448.31274792923955
19199,437.715803614071
19200,281.19084620444875
19201,224.4050064214776
19202,189.91575385353786
19203,156.9206024907291
19204,132.08054533117706
19205,118.23387496523068
19206,127.13352127405449
19207,147.4413048782426
19208,169.78786203324512
19209,219.40301543038711
19210,311.4176628928678
19211,345.24731225319124
19212,348.9051118590638
19213,308.57937030251867
19214,329.9465166340909
19215,325.7790236405148
19216,317.4640256293512
19217,324.85957674504954
19218,332.8547671403992
19219,353.19253270857
19220,339.4058262705885
19221,316.79942542773733
19222,317.94873404706885
19223,310.43325507544046
19224,280.2380269127482
19225,223.6446067777527
19226,189.27222154616703
19227,156.38887473594394
19228,131.6329884730908
19229,117.83323775203536
19230,126.70272747928183
19231,146.94169786194823
19232,169.21253338145732
19233,218.65956510623482
19234,310.3624195910823
19235,344.0774366901602
19236,347.722841788613
19237,307.53374459665457
19238,328.8284880406218
19239,324.67511665795837
19240,316.3882941390713
19241,323.75878532173516
19242,331.7268838975881
19243,351.9957346499141
19244,338.2557446681772
19245,315.72594594495314
19246,316.871360115232
19247,309.3813474539306
19248,428.70568509140605
19249,342.1295654336948
19250,289.54699082286015
19251,239.24233417908437
19252,201.37099566989008
19253,180.26025758721494
19254,193.82872547795648
19255,224.79012553858107
19256,258.85985513285135
19257,334.5034922396287
19258,474.78971780959495
19259,526.3666563948385
19260,531.9433652640259
19261,470.46243551765724
19262,503.0389479830196
19263,496.68515673042094
19264,484.0080480441809
19265,495.28336105838457
19266,507.47288864130763
19267,538.4799994303685
19268,517.4606828045647
19269,482.9947935638498
19270,484.747038153895
19271,473.28888222594776
19272,419.05839079311534
19273,334.43051986311536
19274,283.0312269065103
19275,233.85859123678222
19276,196.83948296566024
19277,176.20380623677673
19278,189.4669387716529
19279,219.73160503877003
19280,253.03465315553893
19281,326.976058511397
19282,464.10538051993433
19283,514.5216675840053
19284,519.9728820789685
19285,459.8754763763019
19286,491.7189096829443
19287,485.5080997255683
19288,473.11626786816595
19289,484.13784908749
19290,496.05307202729983
19291,526.3624203804413
19292,505.81610782360605
19293,472.1258149612936
19294,473.8386282588914
19295,462.6383186954705
19296,433.99334039763914
19297,346.34939100400175
19298,293.11826299318807
19299,242.19314878637812
19300,203.8547052422236
19301,182.48358734625637
19302,196.2194087005393
19303,227.56268662519096
19304,262.0526322155067
19305,338.6292578340766
19306,480.6457735094056
19307,532.8588619813282
19308,538.5043539697252
19309,476.26511852387364
19310,509.24342964735115
19311,502.8112707425382
19312,489.9778026159091
19313,501.39218532468965
19314,513.7320585233713
19315,545.1216109725183
19316,523.8430421255407
19317,488.95205065626806
19318,490.7259074285786
19319,479.1264266218182
19320,414.6236384779737
19321,330.8913555012946
19322,280.03600376730657
19323,231.38374536401437
19324,194.75639771555674
19325,174.33910132974364
19326,187.46187464736673
19327,217.40626025254295
19328,250.35687354642815
19329,323.5157821767915
19330,459.19391124512737
19331,509.0766599033568
19332,514.4701860507461
19333,455.0087707373173
19334,486.51521582780344
19335,480.3701327582371
19336,468.1094394395823
19337,479.01438301627036
19338,490.80351120728454
19339,520.7921060431773
19340,500.46322811879645
19341,467.12946815870356
19342,468.824155336162
19343,457.7423748366089
19344,400.19643479178615
19345,319.37769216714423
19346,270.29189829216364
19347,223.33253912721193
19348,187.97967309526052
19349,168.27281496318687
19350,180.93896954031555
19351,209.8414132244535
19352,241.64548019184184
19353,312.25875857269995
19354,443.2158446946779
19355,491.3628780956659
19356,496.5687316332618
19357,439.17632992780034
19358,469.5864798277451
19359,463.6552204693369
19360,451.8211490396111
19361,462.3466452631651
19362,473.7255600994398
19363,502.6706747142141
19364,483.049158443412
19365,450.8752767438451
19366,452.5109957515597
19367,441.8148158054617
19368,284.9037367786864
19369,227.36808734818828
19370,192.42343296863018
19371,158.9926081543413
19372,133.82455875984937
19373,119.79505466165229
19374,128.8122133765167
19375,149.3881443238542
19376,172.02976912614113
19377,222.3000492383742
19378,315.5296733683629
19379,349.8060150301434
19380,353.5121128287289
19381,312.653903491865
19382,334.30318516775486
19383,330.08066390543206
19384,321.65587328132534
19385,329.14907648065093
19386,337.2498366961381
19387,357.85614549428385
19388,343.8873970977026
19389,320.98249758841257
19390,322.14698186938887
19391,314.5322672668312
19392,283.9509174869859
19393,226.60768770446342
19394,191.7799006612594
19395,158.46088039955615
19396,133.37700190176315
19397,119.39441744845699
19398,128.3814195817441
19399,148.88853730755986
19400,171.4544404743534
19401,221.55659891422198
19402,314.4744300665775
19403,348.63613946711246
19404,352.3298427582782
19405,311.60827778600094
19406,333.18515657428577
19407,328.97675692287567
19408,320.5801417910456
19409,328.04828505733667
19410,336.1219534533271
19411,356.659347435628
19412,342.73731549529145
19413,319.90901810562843
19414,321.0696079375521
19415,313.48035964532136
19416,432.41857566564374
19417,345.09264636040547
19418,292.05466993795255
19419,241.31433984269654
19420,203.11500909856244
19421,181.82143728363656
19422,195.50741758041875
19423,226.7369649841927
19424,261.1017622257474
19425,337.40052604761587
19426,478.90172828509014
19427,530.9253591717908
19428,536.5503662336912
19429,474.53696870700367
19430,507.3956165166836
19431,500.9867969953382
19432,488.1998956961551
19433,499.57286079398614
19434,511.8679581970466
19435,543.1436122160824
19436,521.9422536316789
19437,487.17786572452513
19438,488.94528597621513
19439,477.38789441733854
19440,422.771281367353
19441,337.3936007898261
19442,285.53890602160266
19443,235.9305969003944
19444,198.58349639433257
19445,177.76498593319837
19446,191.14563087411517
19447,221.67844448438166
19448,255.27656024843498
19449,329.87309231938417
19450,468.2173909954296
19451,519.0803703609574
19452,524.5798830486336
19453,463.9500095656483
19454,496.0755782166083
19455,489.8097399904855
19456,477.3081155201403
19457,488.42734882309145
19458,500.4481415830388
19459,531.0260331661555
19460,510.2976786507203
19461,476.30888712196895
19462,478.0368760812115
19463,466.7373308868613
19464,437.7062309718767
19465,349.3124719307124
19466,295.62594210828036
19467,244.2651544499903
19468,205.5987186708959
19469,184.04476704267796
19470,197.8981008030015
19471,229.50952607080254
19472,264.2945393084028
19473,341.52629164206377
19474,484.7577839849008
19475,537.4175647582804
19476,543.1113549393904
19477,480.33965171322
19478,513.600098181015
19479,507.1129110074554
19480,494.1696502678833
19481,505.681685060291
19482,518.1271280791103
19483,549.7852237582321
19484,528.3246129526549
19485,493.1351228169433
19486,494.9241552508986
19487,483.2254388132089
19488,418.3365290522114
19489,333.85443642800533
19490,282.5436828823989
19491,233.4557510276266
19492,196.5004111442291
19493,175.9002810261653
19494,189.14056674982896
19495,219.35309969815458
19496,252.59878063932422
19497,326.4128159847786
19498,463.30592172062256
19499,513.6353626803091
19500,519.0771870204112
19501,459.08330392666375
19502,490.8718843614674
19503,484.6717730231544
19504,472.3012870915565
19505,483.3038827518718
19506,495.19858076302364
19507,525.4557188288913
19508,504.9447989459107
19509,471.3125403193789
19510,473.02240315848206
19511,461.84138702799976
19512,403.90932536602384
19513,322.3407730938549
19514,272.799577407256
19515,225.4045447908241
19516,189.72368652393288
19517,169.8339946596085
19518,182.6176616427778
19519,211.7882526700651
19520,243.88738728473788
19521,315.1557923806871
19522,447.32785517017305
19523,495.9215808726181
19524,501.1757326029269
19525,443.25086311714676
19526,473.94314836140916
19527,467.9568607342541
19528,456.0129966915853
19529,466.6361449987666
19530,478.1206296551789
19531,507.334287499928
19532,487.5307292705263
19533,455.05834890452036
19534,456.70924357387975
19535,445.91382799685255
19536,288.61662735292407
19537,230.33116827489903
19538,194.93111208372258
19539,161.0646138179535
19540,135.56857218852173
19541,121.35623435807392
19542,130.49090547897893
19543,151.33498376946582
19544,174.27167621903723
19545,225.1970830463614
19546,319.6416838438581
19547,354.36471780709564
19548,358.1191137983941
19549,316.72843668121135
19550,338.6598537014188
19551,334.38230417034936
19552,325.8477209332996
19553,333.43857621625244
19554,341.64490625187716
19555,362.5197582799978
19556,348.3689679248169
19557,325.1655697490879
19558,326.345229691709
19559,318.631279458222
19560,287.6638080612235
19561,229.57076863117408
19562,194.28757977635172
19563,160.5328860631683
19564,135.12101533043545
